alvo,angle,distance,intensity
270.00,270.36,759,235
270.00,271.15,759,238
270.00,271.94,759,237
0.00,1.75,1569,241
90.00,88.75,1959,239
90.00,89.54,1959,238
90.00,90.34,1943,239
90.00,91.13,1959,237
90.00,91.93,1943,239
180.00,178.65,1227,241
180.00,179.48,1242,241
180.00,180.32,1227,240
180.00,181.08,728,227
180.00,181.87,666,223
270.00,271.30,1305,242
0.00,0.34,60676,220
270.00,268.71,759,239
270.00,269.57,759,239
270.00,270.43,759,237
270.00,271.30,759,236
0.00,358.49,1710,241
0.00,359.28,1710,242
0.00,0.07,1710,242
0.00,0.86,1710,244
0.00,1.65,1710,243
180.00,178.15,1242,241
180.00,178.96,1242,241
180.00,179.78,1227,239
180.00,180.60,1242,229
180.00,181.39,697,226
270.00,268.48,759,236
270.00,269.27,759,238
270.00,270.06,759,239
270.00,270.85,759,235
270.00,271.65,759,238
0.00,359.33,60935,11
90.00,88.13,1960,237
90.00,88.90,1960,238
90.00,89.66,1960,239
90.00,90.48,1944,237
90.00,91.24,1960,238
90.00,92.00,1960,239
180.00,178.73,1243,241
180.00,179.52,1243,240
180.00,180.31,1227,239
180.00,181.10,713,231
180.00,181.89,604,224
270.00,268.65,791,235
0.00,358.30,1710,241
0.00,359.09,1710,240
0.00,359.89,1710,240
0.00,0.68,1710,242
0.00,1.47,1710,242
90.00,88.76,1960,236
90.00,89.53,1960,239
90.00,90.28,1944,236
90.00,91.03,1960,238
90.00,91.78,1960,238
270.00,271.11,2006,238
270.00,268.23,760,238
270.00,269.02,760,238
270.00,269.81,760,238
270.00,270.60,760,234
270.00,271.39,760,236
0.00,358.01,1632,243
0.00,1.80,1648,240
90.00,88.61,1959,237
90.00,89.38,1959,239
90.00,90.17,1959,237
90.00,90.94,1959,237
90.00,91.71,1959,239
180.00,178.32,1242,242
180.00,179.11,1227,241
180.00,179.90,1242,241
180.00,180.69,1242,237
180.00,181.49,713,234
0.00,0.62,60932,145
0.00,358.09,1710,240
0.00,358.88,1710,242
0.00,359.67,1710,241
0.00,0.47,1710,243
0.00,1.26,1710,242
90.00,88.66,1959,237
90.00,89.42,1959,238
90.00,90.22,1959,239
90.00,90.98,1959,236
90.00,91.73,1959,239
0.00,359.50,44267,4
270.00,268.03,759,239
270.00,268.85,759,239
270.00,269.68,759,238
270.00,270.51,759,236
270.00,271.34,759,241
90.00,88.28,1959,238
90.00,89.07,1959,238
90.00,89.87,1959,238
90.00,90.66,1959,237
90.00,91.45,1959,237
180.00,178.64,1242,239
180.00,179.43,1227,241
180.00,180.23,1242,240
180.00,181.02,713,233
180.00,181.81,572,224
270.00,269.29,946,238
0.00,358.06,1710,242
0.00,358.88,1710,242
0.00,359.69,1710,240
0.00,0.51,1710,242
0.00,1.33,1710,242
90.00,88.01,1959,236
90.00,88.81,1944,238
90.00,89.60,1959,239
90.00,90.40,1959,240
90.00,91.19,1959,237
90.00,91.99,1959,238
270.00,268.71,759,238
270.00,269.50,759,238
270.00,270.29,759,236
270.00,271.08,759,239
270.00,271.87,759,236
0.00,358.16,1710,239
0.00,358.91,1710,244
0.00,359.70,1710,240
0.00,0.53,1710,240
0.00,1.36,1710,243
180.00,178.34,1242,241
180.00,179.09,1227,241
180.00,179.91,1242,240
180.00,180.73,1242,234
180.00,181.54,697,231
270.00,268.25,759,238
270.00,269.04,759,240
270.00,269.84,759,237
270.00,270.63,759,239
270.00,271.42,759,238
90.00,89.60,44785,6
90.00,88.07,1960,239
90.00,88.87,1960,238
90.00,89.66,1944,238
90.00,90.46,1960,238
90.00,91.25,1960,239
270.00,269.45,1321,244
90.00,91.37,52210,4
270.00,268.21,21975,240
270.00,268.10,759,237
270.00,268.89,759,238
270.00,269.68,759,239
270.00,270.47,759,234
270.00,271.26,759,237
0.00,358.32,1710,241
0.00,359.09,1710,241
0.00,359.87,1710,241
0.00,0.66,1710,242
0.00,1.48,1710,244
0.00,0.27,2053,235
180.00,178.17,1243,241
180.00,178.97,1227,240
180.00,179.76,1227,238
180.00,180.60,1243,227
180.00,181.43,713,229
270.00,268.46,760,238
270.00,269.25,760,239
270.00,270.03,760,236
270.00,270.82,760,234
270.00,271.60,760,237
180.00,180.27,1970,94
90.00,88.23,1959,238
90.00,89.02,1959,238
90.00,89.81,1959,238
90.00,90.60,1944,238
90.00,91.40,1959,236
270.00,268.45,759,236
270.00,269.24,759,237
270.00,270.03,759,237
270.00,270.83,759,238
270.00,271.62,744,237
0.00,358.49,1710,242
0.00,359.28,1710,242
0.00,0.08,1710,241
0.00,0.87,1710,242
0.00,1.67,1710,242
90.00,91.68,59912,221
180.00,181.32,55019,7
180.00,178.28,1242,241
180.00,179.09,1242,243
180.00,179.90,1242,238
180.00,180.66,1227,226
180.00,181.48,681,226
270.00,268.66,759,238
270.00,269.45,759,240
270.00,270.25,759,235
270.00,271.04,744,238
270.00,271.84,759,237
90.00,90.02,1725,241
90.00,88.26,1959,237
90.00,89.06,1959,237
90.00,89.85,1959,237
90.00,90.64,1943,238
90.00,91.44,1959,241
270.00,268.49,45582,74
270.00,268.36,759,237
270.00,269.15,759,238
270.00,269.94,759,234
270.00,270.72,759,236
270.00,271.51,759,240
0.00,358.07,1710,242
0.00,358.86,1710,242
0.00,359.65,1710,241
0.00,0.44,1710,241
0.00,1.22,1710,243
180.00,178.60,1242,242
180.00,179.39,1242,240
180.00,180.18,1227,237
180.00,180.97,712,233
180.00,181.79,588,222
0.00,358.80,8170,4
0.00,358.20,1710,242
0.00,359.00,1710,242
0.00,359.79,1710,244
0.00,0.58,1710,242
0.00,1.37,1710,241
90.00,88.02,1959,238
90.00,88.78,1959,237
90.00,89.55,1959,237
90.00,90.31,1959,239
90.00,91.08,1959,238
90.00,91.84,1959,240
180.00,178.69,1694,233
270.00,268.35,759,239
270.00,269.16,744,238
270.00,269.96,759,236
270.00,270.77,759,237
270.00,271.58,759,238
0.00,358.56,1710,241
0.00,359.36,1710,242
0.00,0.15,1710,240
0.00,0.94,1710,243
0.00,1.73,1710,241
90.00,90.01,21682,44
180.00,178.46,1242,240
180.00,179.25,1242,241
180.00,180.04,1242,237
180.00,180.83,712,228
180.00,181.62,603,222
270.00,268.09,759,237
270.00,268.91,759,237
270.00,269.73,759,240
270.00,270.54,759,235
270.00,271.36,759,238
0.00,359.19,45029,130
0.00,359.45,1741,242
90.00,88.63,1943,235
90.00,89.44,1959,238
90.00,90.22,1959,239
90.00,90.98,1959,238
90.00,91.75,1959,238
180.00,178.66,1242,240
180.00,179.45,1226,239
180.00,180.23,1242,241
180.00,181.02,712,231
180.00,181.80,588,221
0.00,358.94,58628,44
270.00,268.07,759,235
270.00,268.86,759,237
270.00,269.70,759,239
270.00,270.53,759,233
270.00,271.37,743,237
0.00,358.45,1710,241
0.00,359.24,1710,242
0.00,0.03,1710,243
0.00,0.82,1710,242
0.00,1.61,1710,239
0.00,359.42,60935,198
180.00,178.54,1242,238
180.00,179.33,1242,240
180.00,180.12,1242,238
180.00,180.91,712,231
180.00,181.71,634,223
270.00,268.17,759,236
270.00,269.05,759,241
270.00,269.92,759,240
270.00,270.80,759,236
270.00,271.68,759,237
0.00,358.89,1741,242
0.00,1.89,1741,240
90.00,88.72,1959,237
90.00,89.51,1959,238
90.00,90.31,1959,239
90.00,91.07,1959,238
90.00,91.83,1959,238
180.00,178.25,1242,242
180.00,179.04,1242,239
180.00,179.84,1242,238
180.00,180.63,1242,225
180.00,181.42,712,225
270.00,269.59,759,238
270.00,270.45,759,234
270.00,271.32,759,238
0.00,358.03,1710,241
0.00,358.82,1710,240
0.00,359.61,1710,242
0.00,0.41,1710,242
0.00,1.20,1710,242
0.00,2.00,1710,243
180.00,178.56,1242,242
180.00,179.35,1242,239
180.00,180.14,1242,238
180.00,180.93,712,232
180.00,181.72,634,221
270.00,268.16,759,235
270.00,268.95,759,239
270.00,269.74,759,237
270.00,270.53,759,235
270.00,271.35,759,236
0.00,359.02,60934,2
90.00,88.44,1959,238
90.00,89.23,1959,239
90.00,90.02,1959,237
90.00,90.81,1943,238
90.00,91.64,1959,238
180.00,178.58,1242,241
180.00,179.37,1242,240
180.00,180.15,1226,237
180.00,180.94,712,232
180.00,181.72,634,223
0.00,358.53,1709,239
0.00,359.32,1709,242
0.00,0.11,1694,241
0.00,0.90,1694,243
0.00,1.69,1709,241
90.00,88.48,1959,237
90.00,89.28,1959,237
90.00,90.07,1959,239
90.00,90.87,1943,239
90.00,91.66,1959,238
90.00,91.54,23521,2
270.00,268.56,759,237
270.00,269.35,759,240
270.00,270.15,759,238
270.00,270.94,759,238
270.00,271.69,759,239
0.00,359.03,1741,238
0.00,1.45,4851,6
90.00,88.00,1959,237
90.00,88.80,1959,239
90.00,89.59,1959,237
90.00,90.39,1943,238
90.00,91.18,1959,237
90.00,91.98,1959,237
180.00,178.88,1273,222
180.00,178.64,1242,242
180.00,179.43,1242,240
180.00,180.23,1226,236
180.00,181.02,712,231
180.00,181.82,603,225
270.00,271.42,1055,239
0.00,358.23,1710,241
0.00,359.02,1710,241
0.00,359.84,1694,243
0.00,0.66,1694,243
0.00,1.47,1694,243
90.00,88.32,1959,237
90.00,89.11,1959,237
90.00,89.89,1959,239
90.00,90.68,1959,237
90.00,91.47,1944,238
180.00,178.10,1336,242
270.00,268.25,759,236
270.00,269.03,759,238
270.00,269.82,759,236
270.00,270.61,759,236
270.00,271.39,759,238
0.00,358.74,1710,240
0.00,359.56,1710,240
0.00,0.36,1694,241
0.00,1.16,1694,241
0.00,1.97,1710,243
180.00,179.76,1959,237
180.00,178.52,1242,239
180.00,179.32,1242,238
180.00,180.12,1242,236
180.00,180.93,712,230
180.00,181.73,572,224
0.00,358.12,1710,242
0.00,358.90,1710,240
0.00,359.68,1710,241
0.00,0.47,1710,243
0.00,1.30,1710,241
90.00,88.17,1959,237
90.00,88.96,1943,238
90.00,89.75,1959,240
90.00,90.54,1959,237
90.00,91.33,1959,236
270.00,268.11,759,238
270.00,268.90,759,238
270.00,269.70,759,236
270.00,270.49,759,235
270.00,271.29,759,240
0.00,359.49,1725,242
90.00,88.53,1959,238
90.00,89.32,1959,238
90.00,90.11,1959,238
90.00,90.90,1959,239
90.00,91.69,1959,239
180.00,178.35,1242,243
180.00,179.14,1242,240
180.00,179.93,1242,237
180.00,180.75,1242,229
180.00,181.56,712,226
0.00,358.45,1710,241
0.00,359.24,1710,242
0.00,0.02,1710,242
0.00,0.81,1710,241
0.00,1.64,1710,241
90.00,88.23,1959,239
90.00,89.02,1959,240
90.00,89.81,1943,236
90.00,90.60,1959,237
90.00,91.39,1959,239
180.00,181.34,1772,231
270.00,268.26,759,238
270.00,269.05,759,237
270.00,269.84,759,238
270.00,270.63,759,235
270.00,271.42,759,238
0.00,358.66,1710,242
0.00,359.45,1710,239
0.00,0.25,1710,243
0.00,1.04,1710,242
0.00,1.79,1710,240
0.00,0.56,61191,167
180.00,178.38,1242,240
180.00,179.17,1242,240
180.00,179.96,1242,241
180.00,180.75,728,223
180.00,181.58,666,226
270.00,268.78,759,240
270.00,269.57,759,237
270.00,270.37,759,235
270.00,271.16,759,238
270.00,271.96,759,238
90.00,88.59,1959,238
90.00,89.39,1959,237
90.00,90.18,1959,239
90.00,90.98,1959,238
90.00,91.77,1959,239
180.00,178.38,1242,241
180.00,179.17,1242,240
180.00,179.96,1242,237
180.00,180.75,712,227
180.00,181.54,665,224
0.00,359.77,61957,180
0.00,358.36,1709,241
0.00,359.15,1709,241
0.00,359.94,1694,244
0.00,0.73,1694,243
0.00,1.51,1709,245
180.00,178.43,1242,243
180.00,179.22,1242,240
180.00,180.01,1242,240
180.00,180.79,1242,233
180.00,181.58,697,229
180.00,178.20,60931,22
270.00,268.45,759,237
270.00,269.30,759,240
270.00,270.16,759,237
270.00,271.02,759,238
270.00,271.88,759,237
90.00,88.70,56327,194
0.00,1.02,1725,237
90.00,88.31,1959,239
90.00,89.10,1959,239
90.00,89.85,1943,238
90.00,90.60,1959,238
90.00,91.35,1943,237
180.00,178.10,1242,244
180.00,178.89,1242,240
180.00,179.68,1242,238
180.00,180.47,1226,237
180.00,181.26,712,232
0.00,358.06,1710,241
0.00,358.85,1710,240
0.00,359.65,1710,239
0.00,0.44,1710,241
0.00,1.23,1710,241
180.00,178.46,1242,241
180.00,179.26,1242,240
180.00,180.05,1242,239
180.00,180.84,728,228
180.00,181.64,666,223
270.00,268.51,759,239
270.00,269.35,744,238
270.00,270.18,759,237
270.00,271.02,759,236
270.00,271.85,759,238
0.00,0.02,61703,252
90.00,88.16,1959,238
90.00,88.95,1959,236
90.00,89.74,1959,237
90.00,90.53,1943,237
90.00,91.28,1959,238
180.00,178.61,1242,241
180.00,179.40,1242,240
180.00,180.18,1242,238
180.00,180.97,1257,225
180.00,181.76,712,225
270.00,269.27,1320,235
0.00,358.21,1709,241
0.00,359.01,1709,241
0.00,359.80,1709,240
0.00,0.59,1709,241
0.00,1.38,1709,242
90.00,88.10,1959,239
90.00,88.87,1943,238
90.00,89.64,1959,238
90.00,90.41,1959,239
90.00,91.24,1959,238
180.00,179.30,2099,237
270.00,271.68,59654,158
270.00,268.72,759,238
270.00,269.54,759,238
270.00,270.34,759,236
270.00,271.15,759,239
270.00,271.97,759,236
90.00,88.02,1959,238
90.00,88.81,1959,239
90.00,89.61,1959,237
90.00,90.40,1959,237
90.00,91.19,1959,238
180.00,178.32,1242,241
180.00,179.11,1242,240
180.00,179.91,1242,240
180.00,180.70,1242,227
180.00,181.50,696,226
0.00,358.26,1710,240
0.00,359.06,1710,243
0.00,359.85,1710,241
0.00,0.64,1710,243
0.00,1.43,1710,241
90.00,88.04,1959,238
90.00,88.83,1959,236
90.00,89.62,1959,237
90.00,90.41,1959,238
90.00,91.20,1959,239
90.00,91.99,1959,239
270.00,268.38,759,240
270.00,269.20,759,237
270.00,270.02,759,236
270.00,270.81,759,236
270.00,271.63,759,239
0.00,358.68,1710,241
0.00,359.53,1710,241
0.00,0.37,1710,243
0.00,1.21,1710,240
180.00,180.30,32016,126
0.00,358.52,1709,240
0.00,359.35,1709,241
0.00,0.18,1709,242
0.00,1.01,1709,242
0.00,1.84,1709,241
90.00,88.75,1958,237
90.00,89.55,1958,239
90.00,90.34,1958,238
90.00,91.13,1943,237
90.00,91.93,1958,237
90.00,88.62,1958,238
90.00,89.41,1958,237
90.00,90.20,1958,235
90.00,90.99,1943,238
90.00,91.77,1958,237
180.00,178.28,1242,244
180.00,179.10,1242,240
180.00,179.91,1242,240
180.00,180.73,1242,232
180.00,181.55,712,233
270.00,268.21,759,238
270.00,269.00,759,239
270.00,269.79,759,237
270.00,270.58,759,234
270.00,271.38,759,237
0.00,0.44,1710,242
0.00,1.20,1710,242
0.00,1.97,1710,240
90.00,88.61,1959,237
90.00,89.40,1959,237
90.00,90.19,1959,239
90.00,90.98,1959,237
90.00,91.77,1959,239
180.00,180.39,1320,244
180.00,179.08,1242,242
180.00,179.87,1226,239
180.00,180.67,1242,232
180.00,181.46,712,230
270.00,268.54,759,238
270.00,269.33,759,240
270.00,270.12,759,235
270.00,270.91,759,239
270.00,271.69,759,237
0.00,1.37,1553,239
90.00,88.03,1959,238
90.00,88.83,1959,237
90.00,89.62,1959,238
90.00,90.42,1959,238
90.00,91.21,1959,238
180.00,178.20,1242,240
180.00,178.96,1242,241
180.00,179.75,1242,239
180.00,180.57,1242,230
180.00,181.40,665,228
270.00,271.07,1273,243
90.00,90.98,1086,235
270.00,268.58,821,239
0.00,358.16,1709,239
0.00,358.94,1709,240
0.00,359.71,1709,242
0.00,0.49,1709,243
0.00,1.28,1709,240
270.00,268.87,2005,236
180.00,178.39,1242,241
180.00,179.23,1242,241
180.00,180.06,1242,241
180.00,180.85,1242,233
180.00,181.64,712,228
270.00,268.26,759,236
270.00,269.05,759,236
270.00,269.83,759,239
270.00,270.62,759,236
270.00,271.40,759,239
0.00,358.54,1756,239
0.00,1.64,1709,242
90.00,88.37,1959,238
90.00,89.16,1959,237
90.00,89.95,1943,237
90.00,90.74,1943,240
90.00,91.53,1959,238
90.00,91.70,1273,241
270.00,268.27,759,238
270.00,269.06,759,236
270.00,269.85,759,237
270.00,270.64,759,235
270.00,271.43,759,237
0.00,358.66,1709,240
0.00,359.46,1709,242
0.00,0.25,1694,242
0.00,1.05,1694,242
0.00,1.84,1709,241
180.00,178.67,1226,239
180.00,179.47,1226,237
180.00,180.26,1242,237
180.00,181.05,728,225
180.00,181.84,681,225
270.00,268.64,759,239
270.00,269.44,759,238
270.00,270.23,759,237
270.00,271.03,759,241
270.00,271.82,759,237
0.00,1.69,1819,227
90.00,88.42,1959,237
90.00,89.20,1959,237
90.00,89.98,1959,238
90.00,90.77,1959,238
90.00,91.55,1959,238
180.00,178.03,1226,242
180.00,178.82,1242,238
180.00,179.61,1242,239
180.00,180.39,1242,232
180.00,181.18,712,231
180.00,181.98,556,225
0.00,358.03,1709,243
0.00,358.82,1709,241
0.00,359.60,1709,241
0.00,0.39,1709,241
0.00,1.18,1709,241
0.00,1.96,1709,242
90.00,88.23,1958,238
90.00,89.02,1958,239
90.00,89.79,1958,238
90.00,90.56,1958,238
90.00,91.33,1958,239
270.00,268.85,1148,226
270.00,268.69,758,240
270.00,269.47,758,240
270.00,270.26,774,233
270.00,271.05,758,239
270.00,271.83,758,238
0.00,358.66,1709,240
0.00,359.46,1709,242
0.00,0.25,1709,240
0.00,1.04,1725,242
0.00,1.83,1709,242
270.00,269.11,2239,239
180.00,178.66,1242,241
180.00,179.45,1242,240
180.00,180.24,1226,237
180.00,181.04,712,232
180.00,181.83,571,223
270.00,268.60,758,239
270.00,269.44,758,239
270.00,270.27,758,237
270.00,271.11,758,237
270.00,271.94,758,238
90.00,88.34,1959,238
90.00,89.09,1959,236
90.00,89.88,1959,237
90.00,90.65,1959,237
90.00,91.42,1959,237
270.00,268.84,1211,241
270.00,268.09,759,240
270.00,268.94,759,238
270.00,269.78,759,236
270.00,270.63,759,234
270.00,271.48,759,238
0.00,358.76,1709,241
0.00,359.55,1709,243
0.00,0.33,1709,243
0.00,1.12,1709,242
0.00,1.91,1709,242
90.00,89.72,1772,238
180.00,180.24,2037,235
0.00,1.87,42991,7
180.00,178.35,1242,241
180.00,179.14,1242,240
180.00,179.93,1242,238
180.00,180.72,728,227
180.00,181.50,666,223
90.00,91.60,790,238
0.00,358.29,1709,242
0.00,359.08,1709,239
0.00,359.87,1709,240
0.00,0.65,1709,242
0.00,1.44,1709,242
90.00,88.47,1958,237
90.00,89.24,1958,238
90.00,90.03,1958,239
90.00,90.79,1958,236
90.00,91.55,1958,238
0.00,358.01,1242,220
90.00,88.06,14532,240
270.00,268.48,758,236
270.00,269.24,758,238
270.00,270.06,758,237
270.00,270.88,758,239
270.00,271.70,758,238
0.00,358.63,1709,242
0.00,359.43,1709,241
0.00,0.22,1694,242
0.00,1.02,1709,243
0.00,1.81,1709,240
90.00,91.96,2270,235
270.00,268.17,2005,235
180.00,178.57,1242,240
180.00,179.36,1242,240
180.00,180.16,1242,236
180.00,180.95,712,229
180.00,181.74,634,223
270.00,268.05,758,236
270.00,268.84,758,236
270.00,269.67,758,238
270.00,270.51,774,234
270.00,271.34,758,240
90.00,88.11,930,228
90.00,88.33,1959,236
90.00,89.09,1959,237
90.00,89.85,1959,238
90.00,90.64,1959,238
90.00,91.41,1959,238
180.00,179.80,1211,239
180.00,181.65,1211,239
270.00,268.04,759,237
270.00,268.84,743,238
270.00,269.63,759,238
270.00,270.48,759,236
270.00,271.33,759,237
0.00,358.07,1709,240
0.00,358.86,1709,240
0.00,359.65,1709,240
0.00,0.43,1709,243
0.00,1.22,1709,241
270.00,269.31,2488,236
180.00,178.32,1226,240
180.00,179.11,1242,238
180.00,179.89,1242,239
180.00,180.68,1257,225
180.00,181.46,681,226
0.00,358.23,1710,239
0.00,359.02,1710,241
0.00,359.81,1694,241
0.00,0.60,1710,240
0.00,1.40,1710,242
90.00,88.52,1959,239
90.00,89.31,1959,239
90.00,90.11,1959,236
90.00,90.90,1959,237
90.00,91.69,1959,238
270.00,268.12,758,238
270.00,268.92,758,238
270.00,269.71,758,239
270.00,270.47,758,236
270.00,271.32,758,237
0.00,358.74,1709,240
0.00,359.53,1709,241
0.00,0.33,1709,243
0.00,1.12,1709,242
0.00,1.92,1709,242
270.00,268.77,2005,237
180.00,178.48,1241,241
180.00,179.27,1226,240
180.00,180.06,1241,241
180.00,180.86,1241,226
180.00,181.65,712,225
270.00,268.72,758,238
270.00,269.52,758,239
270.00,270.32,758,236
270.00,271.11,758,239
270.00,271.93,758,239
0.00,0.73,789,239
90.00,88.38,1958,238
90.00,89.17,1958,238
90.00,89.96,1958,236
90.00,90.74,1958,238
90.00,91.53,1958,241
270.00,270.45,41486,72
270.00,268.27,758,237
270.00,269.06,758,240
270.00,269.84,758,237
270.00,270.63,758,234
270.00,271.42,758,238
0.00,358.06,1709,241
0.00,358.89,1709,242
0.00,359.71,1709,241
0.00,0.54,1709,243
0.00,1.37,1709,240
0.00,1.44,40483,105
180.00,178.56,1242,239
180.00,179.36,1242,240
180.00,180.15,1242,237
180.00,180.94,712,231
180.00,181.73,634,224
0.00,358.63,1709,240
0.00,359.43,1709,242
0.00,0.22,1694,241
0.00,1.02,1709,240
0.00,1.81,1725,240
90.00,88.75,1958,237
90.00,89.55,1958,237
90.00,90.34,1958,240
90.00,91.13,1958,238
90.00,91.93,1958,237
0.00,0.52,1662,235
180.00,180.37,57090,106
270.00,268.63,759,237
270.00,269.42,759,239
270.00,270.21,759,238
270.00,271.00,759,238
270.00,271.79,759,237
0.00,358.16,1725,239
0.00,0.18,1553,241
90.00,88.45,1958,236
90.00,89.25,1958,237
90.00,90.04,1958,237
90.00,90.83,1943,236
90.00,91.62,1958,238
180.00,178.77,1242,241
180.00,179.60,1242,241
180.00,180.42,1242,237
180.00,181.25,712,232
270.00,268.50,1444,241
0.00,1.11,992,239
0.00,358.10,1709,242
0.00,358.85,1709,241
0.00,359.67,1709,242
0.00,0.46,1694,242
0.00,1.25,1694,241
90.00,88.62,1958,238
90.00,89.41,1943,237
90.00,90.19,1958,239
90.00,90.98,1958,238
90.00,91.77,1958,240
90.00,89.45,1693,240
90.00,91.68,21629,44
270.00,268.27,758,237
270.00,269.06,758,239
270.00,269.85,758,239
270.00,270.64,758,238
270.00,271.43,758,240
0.00,359.20,1553,241
90.00,88.62,1958,238
90.00,89.41,1958,238
90.00,90.21,1958,238
90.00,91.00,1943,237
90.00,91.79,1958,235
180.00,178.18,1242,242
180.00,178.97,1242,240
180.00,179.76,1226,240
180.00,180.54,1242,237
180.00,181.33,712,232
270.00,269.81,1273,242
0.00,358.12,1709,242
0.00,358.91,1709,241
0.00,359.70,1709,241
0.00,0.53,1709,241
0.00,1.35,1709,242
90.00,88.53,1958,238
90.00,89.32,1958,237
90.00,90.12,1958,237
90.00,90.91,1958,239
90.00,91.70,1958,237
270.00,270.98,2208,237
180.00,178.52,1335,241
180.00,178.37,1242,243
180.00,179.15,1242,239
180.00,179.93,1242,242
180.00,180.71,1226,237
180.00,181.49,727,231
270.00,268.01,758,238
270.00,268.80,758,238
270.00,269.59,758,239
270.00,270.38,758,236
270.00,271.17,758,237
270.00,271.96,758,236
90.00,88.27,1959,239
90.00,89.06,1959,236
90.00,89.85,1943,238
90.00,90.64,1959,237
90.00,91.43,1943,238
180.00,178.39,1242,242
180.00,179.18,1242,241
180.00,179.92,1242,242
180.00,180.66,1242,238
180.00,181.40,1226,226
0.00,358.41,1709,240
0.00,359.17,1709,240
0.00,359.92,1709,242
0.00,0.75,1709,241
0.00,1.56,1709,242
90.00,88.00,1958,237
90.00,88.79,1958,239
90.00,89.58,1958,237
90.00,90.36,1958,236
90.00,91.15,1958,240
90.00,91.94,1958,239
180.00,179.32,1335,242
270.00,268.16,758,240
270.00,268.95,758,241
270.00,269.74,758,238
270.00,270.53,758,236
270.00,271.32,758,238
0.00,358.24,1709,241
0.00,359.03,1709,241
0.00,359.81,1709,240
0.00,0.60,1709,241
0.00,1.36,1709,243
0.00,359.00,3592,105
180.00,178.74,1210,239
180.00,179.52,1241,241
180.00,180.31,1226,236
180.00,181.12,712,234
180.00,181.92,571,223
270.00,268.20,758,239
270.00,268.99,758,238
270.00,269.79,758,236
270.00,270.58,758,236
270.00,271.38,758,239
0.00,1.72,945,220
90.00,88.27,1958,237
90.00,89.06,1958,237
90.00,89.86,1958,235
90.00,90.65,1958,240
90.00,91.44,1958,239
270.00,271.00,1242,243
270.00,268.24,758,236
270.00,269.03,758,239
270.00,269.82,758,235
270.00,270.61,743,236
270.00,271.40,758,237
0.00,358.24,1709,241
0.00,359.03,1709,243
0.00,359.82,1709,240
0.00,0.60,1709,242
0.00,1.39,1709,240
0.00,359.85,2301,235
180.00,181.33,54765,7
180.00,178.62,1241,240
180.00,179.41,1226,240
180.00,180.20,1241,235
180.00,181.03,712,233
180.00,181.86,571,227
270.00,268.58,758,238
270.00,269.37,758,239
270.00,270.15,758,236
270.00,270.94,758,236
270.00,271.72,758,237
0.00,358.23,1709,241
0.00,359.09,1709,242
0.00,359.95,1709,242
0.00,0.82,175,212
0.00,1.68,1133,84
90.00,88.34,1958,238
90.00,89.12,1958,237
90.00,89.91,1958,237
90.00,90.69,1958,238
90.00,91.47,1958,238
270.00,268.49,36366,74
270.00,268.77,758,238
270.00,269.56,758,237
270.00,270.35,758,233
270.00,271.14,758,236
270.00,271.93,758,239
0.00,358.18,1709,241
0.00,358.98,1709,242
0.00,359.77,1709,242
0.00,0.56,1709,243
0.00,1.36,1709,241
0.00,359.50,5002,69
180.00,178.69,1241,241
180.00,179.48,1241,240
180.00,180.28,1226,240
180.00,181.07,711,232
180.00,181.82,571,224
270.00,268.27,758,237
270.00,269.07,758,236
270.00,269.86,758,236
270.00,270.65,758,234
270.00,271.45,758,238
90.00,88.70,1958,238
90.00,89.50,1958,239
90.00,90.29,1958,237
90.00,91.09,1958,239
90.00,91.88,1958,238
0.00,1.24,51955,4
270.00,268.05,758,237
270.00,268.84,758,236
270.00,269.62,758,237
270.00,270.41,758,235
270.00,271.20,758,236
270.00,271.99,758,236
90.00,91.52,3591,196
0.00,358.03,1709,241
0.00,358.82,1709,241
0.00,359.60,1709,239
0.00,0.39,1709,243
0.00,1.18,1709,243
0.00,1.96,1709,241
90.00,88.65,1740,240
270.00,271.57,2083,237
180.00,178.59,1241,239
180.00,179.38,1241,240
180.00,180.17,1241,238
180.00,180.96,712,231
180.00,181.75,571,224
270.00,268.66,758,237
270.00,269.45,758,239
270.00,270.24,758,235
270.00,271.03,758,237
270.00,271.82,758,237
0.00,359.83,1740,240
90.00,88.30,1959,238
90.00,89.11,1959,238
90.00,89.86,1959,238
90.00,90.61,1959,238
90.00,91.36,1959,238
270.00,268.03,758,236
270.00,268.82,758,238
270.00,269.64,758,238
270.00,270.47,758,236
270.00,271.29,758,238
0.00,358.53,1709,241
0.00,359.32,1709,240
0.00,0.12,1709,242
0.00,0.91,1709,242
0.00,1.70,1709,241
90.00,89.09,2005,238
90.00,91.56,1958,238
180.00,178.12,1242,243
180.00,178.91,1242,239
180.00,179.70,1242,238
180.00,180.49,1242,231
180.00,181.28,712,228
270.00,269.41,945,240
90.00,88.00,1958,236
90.00,88.79,1958,238
90.00,89.58,1958,237
90.00,90.37,1958,236
90.00,91.17,1958,239
90.00,91.90,1943,238
180.00,178.67,1241,240
180.00,179.45,1241,239
180.00,180.24,1241,239
180.00,181.03,727,230
180.00,181.82,665,224
0.00,358.08,1709,240
0.00,358.87,1709,242
0.00,359.66,1709,241
0.00,0.45,1709,241
0.00,1.23,1709,240
90.00,88.10,1958,238
90.00,88.87,1958,238
90.00,89.64,1958,237
90.00,90.41,1958,240
90.00,91.20,1958,239
90.00,91.95,1958,239
180.00,180.89,2114,237
