alvo,angle,distance,intensity
270.00,268.79,762,238
270.00,269.62,762,239
270.00,270.44,762,233
270.00,271.27,762,239
0.00,358.22,1712,242
0.00,359.01,1712,242
0.00,359.81,1712,242
0.00,0.60,1712,241
0.00,1.40,1712,241
180.00,178.31,1245,241
180.00,179.10,1245,241
180.00,179.89,1245,240
180.00,180.68,1245,229
180.00,181.48,668,229
0.00,358.11,1712,240
0.00,358.90,1712,241
0.00,359.69,1712,240
0.00,0.48,1712,242
0.00,1.27,1712,242
90.00,88.34,1946,238
90.00,89.12,1946,237
90.00,89.89,1962,237
90.00,90.68,1962,237
90.00,91.45,1962,237
180.00,180.93,2102,238
270.00,268.41,762,238
270.00,269.20,762,240
270.00,270.03,762,235
270.00,270.87,762,238
270.00,271.70,762,237
0.00,358.27,1712,242
0.00,359.06,1712,241
0.00,359.85,1712,243
0.00,0.64,1712,244
0.00,1.43,1712,244
180.00,178.19,1245,241
180.00,178.98,1245,241
180.00,179.77,1229,241
180.00,180.56,1245,234
180.00,181.35,715,231
0.00,358.79,1712,242
0.00,359.59,1712,241
0.00,0.38,1712,243
0.00,1.18,1712,242
0.00,1.97,1712,242
90.00,88.50,2414,236
90.00,91.37,1961,239
270.00,268.16,761,238
270.00,268.94,746,238
270.00,269.72,761,236
270.00,270.51,761,236
270.00,271.37,761,240
0.00,358.12,1712,242
0.00,358.92,1712,241
0.00,359.71,1712,241
0.00,0.50,1712,242
0.00,1.30,1712,241
270.00,270.20,2024,236
180.00,178.52,1229,240
180.00,179.31,1245,241
180.00,180.10,1245,238
180.00,180.89,715,231
180.00,181.68,606,223
0.00,358.67,1712,243
0.00,359.46,1712,241
0.00,0.24,1712,242
0.00,1.03,1712,244
0.00,1.82,1712,241
270.00,270.80,64755,4
270.00,268.33,762,239
270.00,269.13,762,238
270.00,269.92,762,238
270.00,270.72,762,237
270.00,271.51,762,238
0.00,358.34,1713,240
0.00,359.15,1713,240
0.00,359.95,1697,242
0.00,0.76,1713,243
0.00,1.56,1713,243
90.00,88.57,1962,237
90.00,89.37,1962,237
90.00,90.16,1962,239
90.00,90.95,1962,238
90.00,91.75,1946,237
180.00,178.52,1245,240
180.00,179.32,1245,239
180.00,180.11,1245,239
180.00,180.90,715,224
180.00,181.70,668,225
270.00,271.79,1042,238
0.00,358.66,1712,241
0.00,359.47,1712,241
0.00,0.28,1712,243
0.00,1.09,1712,243
0.00,1.90,1712,241
90.00,88.27,1946,237
90.00,89.06,1946,237
90.00,89.85,1946,238
90.00,90.64,1946,237
90.00,91.43,1961,238
90.00,88.78,62468,189
270.00,268.01,761,237
270.00,268.80,746,238
270.00,269.59,746,237
270.00,270.38,761,236
270.00,271.17,761,234
270.00,271.96,761,239
0.00,358.71,1712,239
0.00,359.50,1712,240
0.00,0.32,1712,242
0.00,1.13,1712,242
0.00,1.95,1712,244
180.00,178.46,1244,243
180.00,179.28,1244,241
180.00,180.09,1244,239
180.00,180.91,730,226
180.00,181.73,668,223
270.00,268.55,761,238
270.00,269.34,761,240
270.00,270.13,761,233
270.00,270.91,761,238
270.00,271.70,761,237
90.00,88.29,1774,241
90.00,88.12,1962,237
90.00,88.91,1962,237
90.00,89.70,1962,238
90.00,90.50,1962,239
90.00,91.29,1962,237
90.00,90.96,61956,205
270.00,268.68,762,238
270.00,269.47,762,238
270.00,270.27,762,233
270.00,271.06,762,238
270.00,271.85,762,238
0.00,358.02,1712,241
0.00,358.79,1712,242
0.00,359.56,1712,243
0.00,0.31,1712,244
0.00,1.12,1712,242
0.00,1.93,1712,242
180.00,178.37,1245,240
180.00,179.09,1245,241
180.00,179.88,1245,242
180.00,180.68,1245,233
180.00,181.47,715,231
270.00,268.75,761,239
270.00,269.54,761,237
270.00,270.34,761,237
270.00,271.13,761,237
270.00,271.92,761,237
90.00,88.38,1961,238
90.00,89.17,1961,236
90.00,89.96,1961,237
90.00,90.75,1961,237
90.00,91.53,1946,238
270.00,271.10,1322,242
270.00,268.63,761,238
270.00,269.42,761,235
270.00,270.20,761,235
270.00,270.99,761,238
270.00,271.78,761,237
0.00,358.61,1712,241
0.00,359.39,1712,240
0.00,0.18,1712,241
0.00,0.97,1712,244
0.00,1.80,1712,243
180.00,178.27,1244,241
180.00,179.10,1244,243
180.00,179.93,1244,241
180.00,180.75,1229,234
180.00,181.56,715,231
0.00,358.00,1712,241
0.00,358.79,1712,241
0.00,359.58,1712,241
0.00,0.37,1712,241
0.00,1.16,1712,243
0.00,1.99,1712,243
90.00,88.08,1961,238
90.00,88.87,1946,235
90.00,89.66,1946,237
90.00,90.45,1961,238
90.00,91.24,1961,235
180.00,180.84,1322,243
270.00,268.30,761,238
270.00,269.10,761,238
270.00,269.89,761,237
270.00,270.68,761,235
270.00,271.47,761,237
0.00,358.64,1712,242
0.00,359.43,1712,242
0.00,0.23,1712,243
0.00,1.02,1712,241
0.00,1.81,1712,241
180.00,178.06,1245,243
180.00,178.85,1245,243
180.00,179.65,1245,242
180.00,180.44,1229,240
180.00,181.23,715,230
270.00,268.35,761,237
270.00,269.14,761,238
270.00,269.93,761,236
270.00,270.72,761,234
270.00,271.51,761,236
90.00,90.12,226,9
90.00,88.63,1946,236
90.00,89.41,1961,235
90.00,90.18,1946,236
90.00,90.96,1946,236
90.00,91.73,1961,236
180.00,178.71,1245,242
180.00,179.50,1245,241
180.00,180.29,1245,238
180.00,181.08,715,234
180.00,181.87,574,227
270.00,269.74,60931,118
90.00,90.35,61193,25
0.00,358.52,1712,242
0.00,359.31,1712,241
0.00,0.10,1712,242
0.00,0.89,1712,241
0.00,1.68,1712,242
90.00,88.63,1961,237
90.00,89.38,1946,235
90.00,90.14,1946,238
90.00,90.91,1961,236
90.00,91.67,1946,235
270.00,269.33,1291,243
270.00,268.34,761,238
270.00,269.16,761,238
270.00,269.98,761,237
270.00,270.81,761,236
270.00,271.63,761,237
180.00,181.21,61958,129
90.00,88.16,1946,239
90.00,88.92,1961,238
90.00,89.71,1946,235
90.00,90.50,1961,238
90.00,91.30,1946,237
180.00,178.61,1244,242
180.00,179.41,1229,243
180.00,180.20,1244,239
180.00,180.99,715,236
180.00,181.79,590,223
270.00,271.76,1307,242
0.00,0.75,63982,2
0.00,358.20,1712,242
0.00,358.99,1712,240
0.00,359.78,1712,243
0.00,0.58,1712,241
0.00,1.37,1712,243
0.00,1.04,61190,191
180.00,178.47,1244,244
180.00,179.26,1213,241
180.00,180.05,1244,240
180.00,180.84,715,224
180.00,181.62,668,223
270.00,268.56,761,238
270.00,269.35,761,239
270.00,270.18,761,234
270.00,271.01,761,238
270.00,271.84,746,238
0.00,1.08,1743,240
90.00,90.74,2071,235
90.00,88.39,1961,239
90.00,89.16,1946,237
90.00,89.92,1946,238
90.00,90.74,1946,234
90.00,91.53,1961,240
180.00,178.62,1245,240
180.00,179.41,1245,240
180.00,180.20,1245,238
180.00,180.99,730,229
180.00,181.78,637,223
0.00,358.59,1712,243
0.00,359.38,1712,240
0.00,0.17,1712,241
0.00,0.96,1712,243
0.00,1.76,1712,242
90.00,88.69,1946,238
90.00,89.48,1946,236
90.00,90.28,1962,237
90.00,91.07,1946,238
90.00,91.83,1962,240
0.00,0.47,57858,109
270.00,268.44,762,240
270.00,269.23,746,238
270.00,270.03,762,234
270.00,270.78,762,239
270.00,271.63,762,238
0.00,358.43,1712,239
0.00,359.22,1712,241
0.00,0.02,1712,242
0.00,0.81,1712,241
0.00,1.61,1712,241
90.00,90.05,2008,237
180.00,178.54,1244,240
180.00,179.33,1244,241
180.00,180.12,1229,239
180.00,180.91,715,230
180.00,181.70,605,222
270.00,268.58,761,236
270.00,269.37,761,238
270.00,270.16,761,234
270.00,270.95,761,238
270.00,271.74,761,237
0.00,358.46,1712,242
0.00,359.28,1712,242
0.00,0.09,1712,240
0.00,0.91,1712,242
0.00,1.73,1712,241
90.00,88.72,1946,240
90.00,89.51,1946,237
90.00,90.30,1946,240
90.00,91.09,1946,237
90.00,91.88,1961,237
270.00,268.56,761,236
270.00,269.35,761,237
270.00,270.15,761,237
270.00,270.94,761,237
270.00,271.73,761,238
180.00,178.05,1245,242
180.00,178.84,1229,240
180.00,179.63,1245,242
180.00,180.42,1245,239
180.00,181.21,699,231
180.00,182.00,559,226
270.00,268.00,761,238
270.00,268.80,761,236
270.00,269.59,761,235
270.00,270.38,761,237
270.00,271.18,761,236
270.00,271.97,761,236
0.00,1.84,3591,48
90.00,88.05,1961,240
90.00,88.84,1946,236
90.00,89.63,1946,237
90.00,90.42,1961,238
90.00,91.21,1961,238
90.00,92.00,1961,237
180.00,178.23,1245,243
180.00,179.06,1245,241
180.00,179.90,1245,240
180.00,180.73,1245,229
180.00,181.57,699,228
0.00,1.54,60931,146
0.00,358.50,1712,242
0.00,359.28,1712,240
0.00,0.07,1712,241
0.00,0.87,1712,243
0.00,1.68,1712,242
90.00,88.15,1961,237
90.00,88.94,1961,235
90.00,89.72,1961,238
90.00,90.51,1946,237
90.00,91.30,1961,235
180.00,178.53,1338,245
270.00,268.48,761,238
270.00,269.28,761,238
270.00,270.07,761,233
270.00,270.86,761,237
270.00,271.65,761,239
0.00,358.70,1727,241
0.00,0.49,62214,113
90.00,88.56,1961,237
90.00,89.35,1961,239
90.00,90.14,1946,238
90.00,90.94,1961,237
90.00,91.73,1961,235
270.00,268.02,761,238
270.00,268.81,761,238
270.00,269.61,761,237
270.00,270.40,761,237
270.00,271.19,761,241
270.00,271.98,761,237
90.00,88.14,1961,237
90.00,88.93,1961,235
90.00,89.72,1961,238
90.00,90.52,1961,239
90.00,91.31,1946,236
180.00,180.00,1322,243
270.00,268.03,761,238
270.00,268.82,761,239
270.00,269.62,761,236
270.00,270.41,761,235
270.00,271.21,746,237
270.00,272.00,761,238
0.00,358.72,5390,130
0.00,358.71,1712,240
0.00,359.50,1712,242
0.00,0.29,1712,241
0.00,1.08,1712,241
0.00,1.87,1712,242
270.00,271.89,9623,169
180.00,178.40,1245,243
180.00,179.22,1229,240
180.00,180.04,1229,241
180.00,180.83,1245,226
180.00,181.64,699,225
0.00,359.12,11348,13
0.00,358.40,1712,240
0.00,359.19,1712,242
0.00,359.98,1696,243
0.00,0.77,1712,242
0.00,1.56,1712,242
90.00,88.51,1961,237
90.00,89.29,1946,236
90.00,90.08,1946,237
90.00,90.87,1946,236
90.00,91.65,1961,238
180.00,181.27,1322,243
270.00,268.08,761,237
270.00,268.86,761,238
270.00,269.65,761,237
270.00,270.44,761,235
270.00,271.22,761,239
0.00,358.71,1712,240
0.00,359.50,1712,242
0.00,0.29,1712,242
0.00,1.09,1712,242
0.00,1.88,1712,243
180.00,178.60,1229,242
180.00,179.39,1229,242
180.00,180.19,1244,239
180.00,180.98,1244,234
180.00,181.77,699,230
0.00,358.70,1712,241
0.00,359.50,1712,240
0.00,0.29,1712,241
0.00,1.08,1712,244
0.00,1.87,1712,243
90.00,88.20,1961,238
90.00,88.99,1961,237
90.00,89.77,1961,237
90.00,90.55,1946,236
90.00,91.34,1961,235
180.00,181.01,1276,245
270.00,268.24,761,238
270.00,269.08,761,238
270.00,269.91,761,239
270.00,270.75,761,234
270.00,271.59,761,238
0.00,358.11,1712,242
0.00,358.90,1712,242
0.00,359.69,1712,242
0.00,0.48,1712,244
0.00,1.27,1712,242
90.00,88.95,2055,237
180.00,178.33,1244,241
180.00,179.11,1229,242
180.00,179.90,1229,239
180.00,180.69,1213,234
180.00,181.48,715,233
270.00,268.42,761,239
270.00,269.21,746,238
270.00,270.05,761,238
270.00,270.90,761,236
270.00,271.74,761,236
90.00,91.32,1743,241
90.00,88.26,1961,237
90.00,89.04,1946,238
90.00,89.82,1946,236
90.00,90.61,1961,237
90.00,91.39,1946,237
180.00,178.02,1245,243
180.00,178.81,1245,244
180.00,179.61,1245,241
180.00,180.40,1245,238
180.00,181.19,715,231
180.00,181.98,590,223
270.00,270.64,47089,5
180.00,179.88,60418,249
270.00,269.75,761,239
270.00,270.58,761,234
270.00,271.40,761,239
0.00,358.13,1712,241
0.00,358.92,1712,242
0.00,359.72,1712,242
0.00,0.51,1712,242
0.00,1.31,1712,241
180.00,178.03,1244,242
180.00,178.82,1244,241
180.00,179.62,1244,242
180.00,180.41,1244,240
180.00,181.21,715,225
180.00,182.00,637,224
270.00,268.12,761,238
270.00,268.91,761,238
270.00,269.71,761,239
270.00,270.50,761,234
270.00,271.33,761,238
0.00,1.16,1712,241
90.00,88.72,1961,237
90.00,89.50,1946,237
90.00,90.29,1961,237
90.00,91.08,1961,238
90.00,91.87,1961,238
180.00,178.38,1244,243
180.00,179.17,1229,242
180.00,179.96,1244,240
180.00,180.76,1244,225
180.00,181.55,668,227
270.00,270.49,1275,236
180.00,178.04,59908,18
0.00,358.34,1712,240
0.00,359.13,1712,242
0.00,359.91,1712,242
0.00,0.70,1712,241
0.00,1.49,1712,244
90.00,88.29,1961,238
90.00,89.08,1961,236
90.00,89.86,1946,239
90.00,90.65,1961,235
90.00,91.44,1961,238
270.00,268.45,746,237
270.00,269.24,761,238
270.00,270.03,761,235
270.00,270.82,761,239
270.00,271.62,761,239
0.00,358.64,1712,242
0.00,359.43,1712,240
0.00,0.22,1712,241
0.00,1.01,1712,243
0.00,1.80,1712,243
180.00,179.27,1634,240
180.00,178.76,1229,242
180.00,179.55,1244,242
180.00,180.35,1213,234
180.00,181.14,715,231
180.00,181.94,559,227
270.00,268.49,761,237
270.00,269.28,746,236
270.00,270.08,761,237
270.00,270.87,761,239
270.00,271.67,746,238
0.00,0.09,1774,241
90.00,88.13,1961,238
90.00,88.92,1961,236
90.00,89.71,1946,237
90.00,90.50,1946,237
90.00,91.30,1961,237
180.00,178.77,1245,241
180.00,179.59,1229,241
180.00,180.41,1245,238
180.00,181.23,715,235
270.00,271.98,27114,5
270.00,268.49,761,238
270.00,269.28,761,238
270.00,270.07,761,235
270.00,270.87,761,236
270.00,271.66,761,240
0.00,358.09,1712,240
0.00,358.85,1712,241
0.00,359.61,1712,242
0.00,0.40,1712,241
0.00,1.17,1712,242
0.00,1.93,1712,243
180.00,178.57,1244,242
180.00,179.39,1244,239
180.00,180.19,1244,241
180.00,180.99,714,227
180.00,181.79,667,223
270.00,268.51,761,237
270.00,269.30,745,238
270.00,270.09,761,236
270.00,270.88,761,237
270.00,271.66,761,236
0.00,358.37,9274,39
0.00,359.46,1758,240
0.00,2.00,1758,240
90.00,88.58,1945,237
90.00,89.37,1945,237
90.00,90.16,1945,237
90.00,90.95,1961,237
90.00,91.74,1945,237
270.00,268.19,761,237
270.00,268.98,761,237
270.00,269.76,761,239
270.00,270.55,761,235
270.00,271.34,761,237
0.00,358.15,1711,242
0.00,358.92,1711,240
0.00,359.70,1711,243
0.00,0.47,1711,242
0.00,1.23,1711,242
180.00,178.75,1244,241
180.00,179.54,1228,241
180.00,180.33,1213,240
180.00,181.13,714,230
180.00,181.92,605,222
270.00,268.07,761,237
270.00,268.87,761,238
270.00,269.66,761,238
270.00,270.46,761,235
270.00,271.25,761,238
90.00,89.82,43500,7
90.00,88.16,1961,237
90.00,88.95,1946,236
90.00,89.74,1946,238
90.00,90.53,1946,236
90.00,91.32,1946,238
180.00,178.78,1244,240
180.00,179.57,1244,241
180.00,180.36,1244,238
180.00,181.15,714,233
180.00,181.94,605,225
0.00,358.62,60420,75
0.00,359.26,21604,37
270.00,268.52,761,240
270.00,269.30,761,239
270.00,270.09,761,238
270.00,270.88,761,237
270.00,271.67,761,237
0.00,358.22,1712,242
0.00,359.01,1712,241
0.00,359.80,1712,243
0.00,0.58,1712,242
0.00,1.37,1712,242
90.00,89.05,2242,237
180.00,178.78,1244,242
180.00,179.58,1244,240
180.00,180.37,1244,234
180.00,181.16,714,233
180.00,181.98,558,223
270.00,268.06,761,236
270.00,268.85,761,238
270.00,269.65,761,237
270.00,270.44,761,236
270.00,271.23,761,238
0.00,0.86,36848,134
90.00,88.06,1961,238
90.00,88.82,1945,238
90.00,89.62,1945,237
90.00,90.43,1961,235
90.00,91.23,1945,239
180.00,178.30,1244,242
180.00,179.09,1244,241
180.00,179.89,1244,241
180.00,180.68,1244,236
180.00,181.48,714,231
270.00,268.55,1353,233
0.00,358.10,1711,242
0.00,358.90,1711,241
0.00,359.69,1711,240
0.00,0.49,1711,243
0.00,1.28,1711,242
90.00,88.16,1961,237
90.00,88.95,1961,238
90.00,89.74,1961,236
90.00,90.50,1961,236
90.00,91.25,1961,237
270.00,270.93,1665,239
90.00,90.87,25660,38
270.00,268.56,745,238
270.00,269.39,745,238
270.00,270.22,761,235
270.00,271.05,761,236
270.00,271.88,761,237
0.00,358.44,1711,240
0.00,359.23,1711,242
0.00,0.01,1711,242
0.00,0.80,1711,242
0.00,1.59,1711,244
0.00,359.46,9918,30
180.00,178.16,1244,244
180.00,178.95,1244,243
180.00,179.74,1228,239
180.00,180.53,1228,233
180.00,181.32,698,229
270.00,268.05,761,237
270.00,268.88,761,238
270.00,269.67,761,239
270.00,270.47,761,237
270.00,271.27,761,237
0.00,1.56,11348,9
0.00,358.05,1743,241
0.00,0.77,1743,241
90.00,88.32,1946,237
90.00,89.09,1946,234
90.00,89.86,1961,236
90.00,90.65,1946,235
90.00,91.41,1961,240
270.00,270.27,1073,237
270.00,268.44,761,236
270.00,269.25,761,236
270.00,270.00,761,236
270.00,270.82,761,238
270.00,271.64,761,237
0.00,358.78,1712,241
0.00,359.57,1712,241
0.00,0.36,1712,242
0.00,1.16,1712,244
0.00,1.95,1712,243
90.00,91.39,1961,236
180.00,178.67,1229,241
180.00,179.46,1244,242
180.00,180.26,1229,240
180.00,181.05,714,228
180.00,181.84,636,223
180.00,180.42,60931,24
0.00,358.63,1711,242
0.00,359.42,1711,241
0.00,0.21,1711,242
0.00,1.00,1711,243
0.00,1.79,1711,241
90.00,88.42,1961,237
90.00,89.21,1961,239
90.00,89.99,1945,236
90.00,90.78,1945,237
90.00,91.57,1961,238
270.00,270.68,60422,219
270.00,268.71,761,238
270.00,269.53,745,239
270.00,270.35,761,235
270.00,271.18,761,238
270.00,271.99,761,239
0.00,358.67,1711,241
0.00,359.45,1711,241
0.00,0.24,1711,241
0.00,1.03,1711,243
0.00,1.82,1711,242
180.00,178.58,1244,243
180.00,179.37,1244,242
180.00,180.16,1228,237
180.00,180.95,714,231
180.00,181.74,605,223
0.00,358.06,1711,241
0.00,358.89,1711,242
0.00,359.73,1711,242
0.00,0.56,1711,242
0.00,1.39,1711,242
270.00,270.75,64500,4
270.00,268.70,761,237
270.00,269.49,761,238
270.00,270.29,761,236
270.00,271.08,761,238
270.00,271.83,761,238
0.00,358.35,1712,240
0.00,359.14,1712,243
0.00,359.95,1712,241
0.00,0.76,1712,243
0.00,1.57,1712,243
180.00,178.13,1244,242
180.00,178.92,1244,239
180.00,179.71,1229,242
180.00,180.50,1244,235
180.00,181.29,715,232
0.00,0.74,10476,3
0.00,358.55,1711,242
0.00,359.34,1711,240
0.00,0.15,1711,242
0.00,0.95,1711,243
0.00,1.76,1711,242
90.00,88.77,1961,238
90.00,89.56,1961,236
90.00,90.35,1945,237
90.00,91.14,1945,237
90.00,91.93,1945,236
90.00,91.97,1306,242
270.00,268.37,761,238
270.00,269.16,761,239
270.00,269.95,761,238
270.00,270.74,761,236
270.00,271.53,761,239
0.00,358.03,1711,241
0.00,358.77,1711,241
0.00,359.56,1711,241
0.00,0.35,1711,242
0.00,1.14,1711,241
0.00,1.93,1711,242
270.00,268.92,1976,236
180.00,178.63,1244,241
180.00,179.42,1228,241
180.00,180.21,1213,237
180.00,181.01,1259,223
180.00,181.80,667,224
0.00,358.86,1072,233
0.00,358.32,1711,241
0.00,359.09,1711,241
0.00,359.88,1711,242
0.00,0.70,1711,243
0.00,1.52,1711,242
90.00,88.01,1961,238
90.00,88.80,1945,237
90.00,89.59,1961,237
90.00,90.38,1961,236
90.00,91.17,1961,238
90.00,91.96,1961,238
270.00,268.41,761,238
270.00,269.19,761,238
270.00,269.98,761,238
270.00,270.77,761,237
270.00,271.56,761,235
0.00,358.37,1712,242
0.00,359.11,1712,242
0.00,359.86,1712,243
0.00,0.65,1712,243
0.00,1.49,1712,243
180.00,178.02,1244,242
180.00,178.85,1244,241
180.00,179.64,1244,239
180.00,180.44,1244,238
180.00,181.24,714,229
270.00,268.30,761,240
270.00,269.09,746,239
270.00,269.88,761,237
270.00,270.67,761,235
270.00,271.46,761,238
0.00,358.77,10977,23
90.00,88.62,1961,238
90.00,89.41,1961,239
90.00,90.20,1961,239
90.00,90.99,1961,238
90.00,91.78,1961,237
270.00,268.45,745,236
270.00,269.24,745,238
270.00,270.03,761,234
270.00,270.83,761,237
270.00,271.62,761,239
0.00,358.48,1711,241
0.00,359.27,1711,239
0.00,0.06,1711,241
0.00,0.85,1711,241
0.00,1.64,1711,242
180.00,178.52,1228,243
180.00,179.35,1244,240
180.00,180.17,1228,240
180.00,180.93,1244,225
180.00,181.71,683,223
270.00,268.17,761,238
270.00,268.96,761,237
270.00,269.76,761,237
270.00,270.55,761,236
270.00,271.35,761,237
0.00,0.47,56818,133
90.00,88.73,1961,237
90.00,89.53,1961,238
90.00,90.32,1961,237
90.00,91.11,1945,235
90.00,91.91,1945,239
180.00,178.56,1244,241
180.00,179.30,1244,240
180.00,180.03,1228,240
180.00,180.82,1244,226
180.00,181.62,652,225
0.00,358.22,1711,242
0.00,359.01,1711,241
0.00,359.80,1696,240
0.00,0.58,1696,242
0.00,1.37,1711,243
90.00,88.78,1945,237
90.00,89.53,1961,236
90.00,90.28,1961,238
90.00,91.03,1961,239
90.00,91.78,1945,236
180.00,181.15,1306,243
270.00,268.58,761,239
270.00,269.37,761,238
270.00,270.16,761,235
270.00,270.95,761,239
270.00,271.74,761,238
0.00,358.38,1712,239
0.00,359.18,1712,242
0.00,359.97,1696,241
0.00,0.76,1696,241
0.00,1.55,1712,244
0.00,0.20,2024,236
180.00,178.55,1244,242
180.00,179.35,1244,240
180.00,180.14,1229,237
180.00,180.94,730,232
180.00,181.75,574,223
270.00,269.57,823,238
0.00,359.35,1026,233
0.00,358.43,1711,242
0.00,359.22,1711,241
0.00,0.02,1696,241
0.00,0.81,1711,243
0.00,1.60,1711,242
90.00,88.20,1961,238
90.00,88.99,1961,237
90.00,89.74,1961,236
90.00,90.50,1961,237
90.00,91.25,1961,236
180.00,180.00,1727,229
270.00,269.45,1680,232
0.00,358.90,16244,42
90.00,88.35,62213,26
270.00,268.27,761,237
270.00,269.07,761,239
270.00,269.86,761,236
270.00,270.65,761,236
270.00,271.45,761,237
0.00,358.60,1711,240
0.00,359.39,1711,240
0.00,0.17,1711,241
0.00,0.96,1696,243
0.00,1.75,1711,244
180.00,178.38,1244,240
180.00,179.17,1244,242
180.00,179.96,1244,240
180.00,180.74,1244,234
180.00,181.53,698,231
270.00,268.68,761,238
270.00,269.53,761,238
270.00,270.37,761,234
270.00,271.22,761,237
0.00,1.36,41230,123
180.00,181.10,1742,84
90.00,88.16,1945,238
90.00,88.95,1945,239
90.00,89.74,1961,238
90.00,90.53,1945,236
90.00,91.32,1961,238
270.00,268.34,761,236
270.00,269.13,761,238
270.00,269.92,761,238
270.00,270.70,761,235
270.00,271.49,761,238
0.00,358.05,1711,242
0.00,358.84,1711,241
0.00,359.63,1696,242
0.00,0.42,1696,243
0.00,1.21,1696,243
0.00,2.00,1711,243
180.00,178.42,1244,241
180.00,179.22,1244,241
180.00,180.01,1244,241
180.00,180.80,730,224
180.00,181.59,636,223
270.00,268.16,761,238
270.00,268.95,761,240
270.00,269.79,761,237
270.00,270.63,761,238
270.00,271.46,761,237
0.00,359.49,5356,131
90.00,88.42,1961,238
90.00,89.14,1961,237
90.00,89.86,1961,237
90.00,90.65,1961,238
90.00,91.42,1961,237
180.00,178.41,1244,242
180.00,179.21,1244,240
180.00,180.00,1244,241
180.00,180.79,714,226
180.00,181.58,636,224
270.00,268.65,776,236
270.00,271.23,776,237
0.00,358.53,1711,241
0.00,359.31,1711,241
0.00,0.10,1696,242
0.00,0.89,1696,241
0.00,1.68,1711,242
180.00,180.52,5674,8
180.00,178.12,1244,242
180.00,178.91,1244,241
180.00,179.70,1228,241
180.00,180.49,1228,236
180.00,181.28,714,231
270.00,268.21,761,238
270.00,269.00,761,239
270.00,269.79,761,235
270.00,270.62,761,239
270.00,271.45,761,236
0.00,359.73,62938,131
90.00,88.78,1961,238
90.00,89.57,1945,236
90.00,90.36,1961,237
90.00,91.15,1961,238
90.00,91.98,1961,238
180.00,178.59,1244,242
180.00,179.38,1244,240
180.00,180.17,1244,236
180.00,180.97,714,235
180.00,181.76,558,224
270.00,270.26,776,237
0.00,358.70,1711,241
0.00,359.50,1711,241
0.00,0.29,1711,242
0.00,1.09,1711,243
0.00,1.88,1711,243
180.00,178.90,1960,237
180.00,178.75,1244,242
180.00,179.54,1244,241
180.00,180.34,1244,241
180.00,181.13,714,229
180.00,181.93,636,225
270.00,268.72,761,238
270.00,269.50,745,239
270.00,270.29,761,236
270.00,271.08,761,238
270.00,271.87,761,239
0.00,359.92,34277,132
90.00,88.68,1961,237
90.00,89.47,1961,239
90.00,90.26,1961,238
90.00,91.05,1961,236
90.00,91.83,1961,237
180.00,178.51,1213,240
180.00,179.30,1228,241
180.00,180.09,1228,238
180.00,180.88,714,233
180.00,181.66,558,222
270.00,268.09,761,237
270.00,269.75,761,239
270.00,271.40,761,239
0.00,358.41,1711,239
0.00,359.23,1711,240
0.00,0.01,1711,241
0.00,0.78,1711,240
0.00,1.56,1711,243
180.00,178.52,1244,241
180.00,179.30,1244,241
180.00,180.09,1228,236
180.00,180.88,714,230
180.00,181.66,605,222
270.00,268.41,761,238
270.00,269.20,761,239
270.00,269.99,761,235
270.00,270.78,761,238
270.00,271.57,761,237
0.00,1.35,24334,125
90.00,88.71,1945,236
90.00,89.51,1960,239
90.00,90.30,1960,238
90.00,91.09,1945,240
90.00,91.88,1945,237
270.00,268.44,761,237
270.00,269.23,761,240
270.00,270.02,761,235
270.00,270.81,761,238
270.00,271.60,761,238
0.00,358.34,1711,240
0.00,359.10,1711,241
0.00,359.89,1696,240
0.00,0.69,1696,243
0.00,1.48,1696,243
180.00,178.71,1244,241
180.00,179.55,1244,240
180.00,180.38,1244,239
180.00,181.22,714,234
270.00,268.01,745,238
270.00,268.79,761,238
270.00,269.58,761,239
270.00,270.37,745,236
270.00,271.16,761,238
270.00,271.94,761,239
180.00,180.07,1758,84
90.00,88.76,1961,237
90.00,89.55,1961,236
90.00,90.33,1961,238
90.00,91.12,1961,239
90.00,91.91,1961,236
180.00,178.41,1244,241
180.00,179.24,1228,241
180.00,180.07,1228,239
180.00,180.90,714,225
180.00,181.72,652,223
0.00,358.23,1711,241
0.00,359.01,1711,243
0.00,359.80,1696,242
0.00,0.58,1696,242
0.00,1.33,1711,241
270.00,268.36,21746,44
180.00,178.46,1244,240
180.00,179.25,1244,240
180.00,180.00,1244,240
180.00,180.79,1260,228
180.00,181.58,683,227
270.00,268.51,761,238
270.00,269.30,761,238
270.00,270.10,761,235
270.00,270.89,761,236
270.00,271.69,761,238
0.00,358.37,1774,239
90.00,88.78,1960,237
90.00,89.57,1945,240
90.00,90.36,1960,237
90.00,91.16,1960,238
90.00,91.95,1960,238
180.00,178.06,1243,239
180.00,178.86,1243,241
180.00,179.67,1243,241
180.00,180.46,1243,232
180.00,181.30,714,226
0.00,0.85,11348,9
0.00,358.40,1711,242
0.00,359.19,1711,241
0.00,359.97,1711,241
0.00,0.76,1711,241
0.00,1.55,1711,242
90.00,88.49,1960,236
90.00,89.27,1960,238
90.00,90.06,1945,237
90.00,90.85,1960,236
90.00,91.64,1960,237
270.00,268.41,760,237
270.00,269.20,745,239
270.00,269.99,760,235
270.00,270.78,760,240
270.00,271.56,760,239
0.00,358.71,1711,241
0.00,359.50,1711,241
0.00,0.29,1711,242
