tempo_us,x_m,y_m,z_m,lidar_angle_deg,distance_m,intensity,X_lidar_m,Y_lidar_m,Z_lidar_m,X_body_m,Y_body_m,Z_body_m,X_global_m,Y_global_m,Z_global_m
40985932,0.1212437705630811,2.830433364576168,0.0,70.76,0.121,132,0.11424173229419664,0.0,0.039872629740476215,0.11424173229419664,0.0,0.039872629740476215,0.23680481941500792,2.8280165807205893,0.03578831015901698
41071235,0.1267777777777778,2.872666666666667,0.0,212.49,0.611,241,-0.32820011675920957,0.0,-0.5153694629673369,-0.32820011675920957,0.0,-0.5153694629673369,-0.22474065316854733,2.7861496134844517,-0.492209906659445
41071235,0.1267777777777778,2.872666666666667,0.0,306.33,0.213,145,-0.17159667540980236,0.0,0.12618867218693966,-0.17159667540980236,0.0,0.12618867218693966,-0.03764685155721573,2.920226945889863,0.12677366094051873
41186016,0.1284091036810438,2.888533176900969,0.0,216.4,0.145,214,-0.0860457385575367,0.0,-0.11670960061660757,-0.0860457385575367,0.0,-0.11670960061660757,0.037881960311357196,2.869592406182101,-0.1116740055603787
41186016,0.1284091036810438,2.888533176900969,0.0,180.36,0.225,212,-0.0014137073922508483,0.0,-0.22499555869263085,-0.0014137073922508483,0.0,-0.22499555869263085,0.11750902544741108,2.835646270715189,-0.2184242739454505
41255790,0.1310772467756288,2.9108587783848803,0.0,17.18,1.2530000000000001,232,0.37010434495770944,0.0,1.1970930514556606,0.37010434495770944,0.0,1.1970930514556606,0.5449186133003501,3.159976848875199,1.1561507299258742
41255790,0.1310772467756288,2.9108587783848803,0.0,77.06,0.627,241,0.6110773968706709,0.0,0.14040446942232496,0.6110773968706709,0.0,0.14040446942232496,0.7445776733241788,2.885399334043224,0.12687806476519592
41352054,0.1362222222222222,2.9482222222222223,0.0,152.41,0.861,216,0.3987647078270271,0.0,-0.7630908909111848,0.3987647078270271,0.0,-0.7630908909111848,0.5014046128915415,2.7254370476551344,-0.7472145525470933
41352054,0.1362222222222222,2.9482222222222223,0.0,23.05,0.23500000000000001,204,0.09201055383342781,0.0,0.2162384285534509,0.09201055383342781,0.0,0.2162384285534509,0.23679153489030036,2.9919495843179797,0.20784304451584823
41458269,0.1362222222222222,2.9503695412950965,0.0,233.48000000000002,0.876,240,-0.7039966810893833,0.0,-0.5213105341494003,-0.7039966810893833,0.0,-0.5213105341494003,-0.5874486810377129,2.8875157137633454,-0.489618034941074
41569960,0.1362222222222222,2.952545116047816,0.0,2.02,3.116,235,0.10983385167665886,0.0,3.114063667465049,0.10983385167665886,0.0,3.114063667465049,0.3744715571986428,3.6675336034582693,3.0234888320041478
41569960,0.1362222222222222,2.952545116047816,0.0,18.73,0.101,232,0.03243199938032992,0.0,0.09565126980962815,0.03243199938032992,0.0,0.09565126980962815,0.17247773386772114,2.9719314098653036,0.09225350663982987
41569960,0.1362222222222222,2.952545116047816,0.0,35.44,0.078,177,0.04522830761931683,0.0,0.06354840824043076,0.04522830761931683,0.0,0.06354840824043076,0.18389226378273382,2.9633262135315652,0.06078926775891441
41569960,0.1362222222222222,2.952545116047816,0.0,85.56,0.123,132,0.12263087076020775,0.0,0.009522055271485428,0.12263087076020775,0.0,0.009522055271485428,0.2587370000084688,2.9438932980407055,0.00665396642300298
41684763,0.1362222222222222,2.956856099718516,0.0,265.31,0.077,243,-0.07674217879065479,0.0,-0.006295871223522276,-0.07674217879065479,0.0,-0.006295871223522276,0.05953980828499332,2.96264560000714,-0.003910125211231127
41684763,0.1362222222222222,2.956856099718516,0.0,146.31,0.184,180,0.10206465567249857,0.0,-0.1530973744466387,0.10206465567249857,0.0,-0.1530973744466387,0.23002412188550292,2.9106052615159075,-0.15138713150435204
41684763,0.1362222222222222,2.956856099718516,0.0,51.11,0.11900000000000001,145,0.09262397569127997,0.0,0.07471143906485259,0.09262397569127997,0.0,0.07471143906485259,0.2321753067534786,2.965891546660738,0.06980233712055672
41684763,0.1362222222222222,2.956856099718516,0.0,27.310000000000002,0.152,242,0.06973830535035977,0.0,0.13505764979022838,0.06973830535035977,0.0,0.13505764979022838,0.21246093354370046,2.9824739257544484,0.12897823802964978
41684763,0.1362222222222222,2.956856099718516,0.0,3.5100000000000002,0.363,232,0.022223856794465077,0.0,0.36231905855085667,0.022223856794465077,0.0,0.36231905855085667,0.176698558422495,3.041247581837359,0.3507260240609292
41831093,0.1362222222222222,2.9842642295851016,0.0,237.12,1.1320000000000001,238,-0.9506642600771483,0.0,-0.6145416703625298,-0.9506642600771483,0.0,-0.6145416703625298,-0.8418468197566413,2.921370736215837,-0.5664356606132407
41831093,0.1362222222222222,2.9842642295851016,0.0,61.940000000000005,1.254,236,1.1065991711020524,0.0,0.5898764908997907,1.1065991711020524,0.0,0.5898764908997907,1.2681502132425357,3.0260288838327227,0.5380620194738647
41930667,0.1362222222222222,3.012937890047955,0.0,193.74,0.611,241,-0.14512249445330877,0.0,-0.5935153423489989,-0.14512249445330877,0.0,-0.5935153423489989,-0.035414612472377205,2.8812705300854997,-0.5714241010812688
41930667,0.1362222222222222,3.012937890047955,0.0,262.94,1.344,236,-1.333809773402254,0.0,-0.16518925018483438,-1.333809773402254,0.0,-0.16518925018483438,-1.1987196411822891,3.0997442089830054,-0.1293479196703123
41930667,0.1362222222222222,3.012937890047955,0.0,332.14,2.088,226,-0.9757489499151369,0.0,1.8459842866989709,-0.9757489499151369,0.0,1.8459842866989709,-0.7501670959066211,3.5586704793176125,1.8100369934661888
42023912,0.1362222222222222,3.0372222222222223,0.0,87.54,1.048,240,1.0470341948438255,0.0,0.04498216121688919,1.0470341948438255,0.0,0.04498216121688919,1.1798517406287905,2.9432841415435904,0.01780632777665908
42023912,0.1362222222222222,3.0372222222222223,0.0,263.5,1.551,231,-1.541029948154387,0.0,-0.17557818455402366,-1.541029948154387,0.0,-0.17557818455402366,-1.4049736477503048,3.150192943028148,-0.13249115676231055
42161163,0.135430211499708,3.041878442990261,0.0,254.83,1.079,237,-1.0414007820017872,0.0,-0.2823568863089155,-1.0414007820017872,0.0,-0.2823568863089155,-0.9132894264709522,3.078189556276395,-0.25121628925411765
42161163,0.135430211499708,3.041878442990261,0.0,37.28,1.068,231,0.646899017694686,0.0,0.8497915396764376,0.646899017694686,0.0,0.8497915396764376,0.8169114061871815,3.176005993577887,0.8113058495171213
42161163,0.135430211499708,3.041878442990261,0.0,89.16,0.985,236,0.9848941449057291,0.0,0.014440336921715792,0.9848941449057291,0.0,0.014440336921715792,1.1159961422290825,2.948851705138645,-0.007841016357721555
42161163,0.135430211499708,3.041878442990261,0.0,115.10000000000001,0.767,239,0.6945712688415441,0.0,-0.3253609572457144,0.6945712688415441,0.0,-0.3253609572457144,0.8120048501452114,2.8983162572097125,-0.3315503840378078
42161163,0.135430211499708,3.041878442990261,0.0,192.92000000000002,0.035,239,-0.007825662538681857,0.0,-0.0341139122035376,-0.007825662538681857,0.0,-0.0341139122035376,0.1261247065362625,3.034718537317167,-0.032971856607229226
42161163,0.135430211499708,3.041878442990261,0.0,218.86,0.079,241,-0.049566147487532214,0.0,-0.061515827420625696,-0.049566147487532214,0.0,-0.061515827420625696,0.08337450206289393,3.032436939983026,-0.05866908160176329
42239331,0.13417537936394,3.0494483393449965,0.0,35.21,2.797,221,1.612680068242743,0.0,2.2852728496817583,1.612680068242743,0.0,2.2852728496817583,1.8433897037488325,3.4290761291641227,2.181210245371716
42375865,0.1304678877444656,3.075071815645265,0.0,136.43,0.076,234,0.05238226080283166,0.0,-0.05506449630373573,0.05238226080283166,0.0,-0.05506449630373573,0.18056918065342828,3.0574780732771023,-0.054372057882087196
42493857,0.126,3.108777777777778,0.0,239.73000000000002,0.146,161,-0.1260943019341053,0.0,-0.07359502034615306,-0.1260943019341053,0.0,-0.07359502034615306,-0.0026771092598668056,3.1042112195505758,-0.06882839601851745
42566936,0.1255114177393602,3.1124330169036307,0.0,83.29,0.5640000000000001,240,0.5601367531410613,0.0,0.06590005903328022,0.5601367531410613,0.0,0.06590005903328022,0.685894922659638,3.0727119381571817,0.04988550206706906
42674039,0.1229946964170919,3.126574343641994,0.0,236.72,1.375,237,-1.1494985638962858,0.0,-0.7545051700289246,-1.1494985638962858,0.0,-0.7545051700289246,-1.061031198345654,3.0643913383710784,-0.69630521640065
