tempo_us,x,y,angle_x,angle_y,angle_z,angle,distance,intensity
49038989,0.21688888888888894,4.857,-13.253670285988063,-0.7927138153066989,-5.19727355498468,25769,27395,74
49110275,0.217468096522035,4.8796797563717345,-13.272627172698025,-0.3620875225697888,-4.902587959082927,2816,199,187
49110275,0.217468096522035,4.8796797563717345,-13.272627172698025,-0.3620875225697888,-4.902587959082927,8082,69,190
49110275,0.217468096522035,4.8796797563717345,-13.272627172698025,-0.3620875225697888,-4.902587959082927,13349,11348,9
49110275,0.217468096522035,4.8796797563717345,-13.272627172698025,-0.3620875225697888,-4.902587959082927,18616,34062,0
49110275,0.217468096522035,4.8796797563717345,-13.272627172698025,-0.3620875225697888,-4.902587959082927,23883,39336,148
49110275,0.217468096522035,4.8796797563717345,-13.272627172698025,-0.3620875225697888,-4.902587959082927,29150,44544,178
49110275,0.217468096522035,4.8796797563717345,-13.272627172698025,-0.3620875225697888,-4.902587959082927,34417,21504,230
49110275,0.217468096522035,4.8796797563717345,-13.272627172698025,-0.3620875225697888,-4.902587959082927,3684,38218,240
49110275,0.217468096522035,4.8796797563717345,-13.272627172698025,-0.3620875225697888,-4.902587959082927,8951,244,234
49110275,0.217468096522035,4.8796797563717345,-13.272627172698025,-0.3620875225697888,-4.902587959082927,14218,60031,2
49110275,0.217468096522035,4.8796797563717345,-13.272627172698025,-0.3620875225697888,-4.902587959082927,19485,37105,12
49110275,0.217468096522035,4.8796797563717345,-13.272627172698025,-0.3620875225697888,-4.902587959082927,24752,63748,74
49187751,0.2196040517066414,4.9000271462500935,-13.429077201289598,-0.18296939694020709,-5.0351633462836975,25613,657,241
49187751,0.2196040517066414,4.9000271462500935,-13.429077201289598,-0.18296939694020709,-5.0351633462836975,26891,1122,2
49187751,0.2196040517066414,4.9000271462500935,-13.429077201289598,-0.18296939694020709,-5.0351633462836975,28170,1263,84
49187751,0.2196040517066414,4.9000271462500935,-13.429077201289598,-0.18296939694020709,-5.0351633462836975,29449,2092,77
49187751,0.2196040517066414,4.9000271462500935,-13.429077201289598,-0.18296939694020709,-5.0351633462836975,1192,24320,234
49187751,0.2196040517066414,4.9000271462500935,-13.429077201289598,-0.18296939694020709,-5.0351633462836975,2471,142,84
49187751,0.2196040517066414,4.9000271462500935,-13.429077201289598,-0.18296939694020709,-5.0351633462836975,3749,19246,86
49187751,0.2196040517066414,4.9000271462500935,-13.429077201289598,-0.18296939694020709,-5.0351633462836975,5028,61908,171
49187751,0.2196040517066414,4.9000271462500935,-13.429077201289598,-0.18296939694020709,-5.0351633462836975,6307,28928,122
49187751,0.2196040517066414,4.9000271462500935,-13.429077201289598,-0.18296939694020709,-5.0351633462836975,7586,51200,128
49187751,0.2196040517066414,4.9000271462500935,-13.429077201289598,-0.18296939694020709,-5.0351633462836975,8865,109,212
49187751,0.2196040517066414,4.9000271462500935,-13.429077201289598,-0.18296939694020709,-5.0351633462836975,10144,28012,149
49277722,0.22344792244012948,4.888198574461994,-12.933732582785384,-0.4338070368716373,-5.252236329454674,2672,56549,182
49277722,0.22344792244012948,4.888198574461994,-12.933732582785384,-0.4338070368716373,-5.252236329454674,4184,56584,225
49277722,0.22344792244012948,4.888198574461994,-12.933732582785384,-0.4338070368716373,-5.252236329454674,5697,1794,241
49277722,0.22344792244012948,4.888198574461994,-12.933732582785384,-0.4338070368716373,-5.252236329454674,7210,60950,2
49277722,0.22344792244012948,4.888198574461994,-12.933732582785384,-0.4338070368716373,-5.252236329454674,8722,29681,55
49277722,0.22344792244012948,4.888198574461994,-12.933732582785384,-0.4338070368716373,-5.252236329454674,10235,61698,82
49277722,0.22344792244012948,4.888198574461994,-12.933732582785384,-0.4338070368716373,-5.252236329454674,11748,61954,240
49277722,0.22344792244012948,4.888198574461994,-12.933732582785384,-0.4338070368716373,-5.252236329454674,13261,95,239
49277722,0.22344792244012948,4.888198574461994,-12.933732582785384,-0.4338070368716373,-5.252236329454674,14773,60416,230
49277722,0.22344792244012948,4.888198574461994,-12.933732582785384,-0.4338070368716373,-5.252236329454674,16286,0,129
49277722,0.22344792244012948,4.888198574461994,-12.933732582785384,-0.4338070368716373,-5.252236329454674,17799,33573,0
49277722,0.22344792244012948,4.888198574461994,-12.933732582785384,-0.4338070368716373,-5.252236329454674,19312,21633,44
49352870,0.22677777777777786,4.965777777777778,-13.09436251265177,-0.5479053282834221,-5.312261489781369,25929,999,235
49352870,0.22677777777777786,4.965777777777778,-13.09436251265177,-0.5479053282834221,-5.312261489781369,27087,1061,23
49352870,0.22677777777777786,4.965777777777778,-13.09436251265177,-0.5479053282834221,-5.312261489781369,28246,19401,235
49352870,0.22677777777777786,4.965777777777778,-13.09436251265177,-0.5479053282834221,-5.312261489781369,29405,7852,66
